UniquePC,Date,Time,GroupNo,Group Condition,zTreeSubject,zTreePC,QualPC,IndiDec,TimeConfirmIndividualDecisionOK,Expl1,Expl2,Expl3,GrpDec,Age,Gender,GRP1,GRP2,GRP3,GRP3_rs,GRP4,GRP4_rs,GRP5,GRP5_rs,GRP6,GRP7,GRP7_rs,GRP8,GRP8_rs,GRP9,GRP9_rs,GRP10,GRP11,GRP12,GRP12_rs,GRP13,GRP14,GRP_total,MA,BLF1,BLF2,AC,CK,EI,Don,WA,V2,V3,V4,SC0_0,SC0_1,SC0_2,Q51,Q42,Q41_1,Q41_2,Q41_3,Q41_4,Q12_1,Q12_1_rs,Q12_2,Q12_2_rs,Q12_3,Q12_4,Q12_4_rs,Q12_5,Q12_5_rs,Q12_6,Q12_7,AOM_total,Q43_1,Q43_2,Q43_3,Q43_4,Q13,Q15,Q14,Q44_1,Q44_2,Q44_3,Q44_4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q45_1,Q45_2,Q45_3,Q45_4,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,EWV_ductile,EWV_elastic,Q46_1,Q46_2,Q46_3,Q46_4,Q16_1,Q16_2,Q16_2_rs,Q16_3,Q16_3_rs,Q16_4,Q16_5,Q16_6,Q16_6_rs,Q16_7,Q16_7_rs,Q16_8,Q16_9,Q16_9_rs,Q38_1,Q38_2,Q38_3,Q38_3_rs,Q38_4,Q38_4_rs,Q38_5,Q38_6,Q38_6_rs,Q38_7,Q38_7_rs,Q38_8,Q38_9,NFC_total,Q47_1,Q47_2,Q47_3,Q47_4,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q48_1,Q48_2,Q48_3,Q48_4,Q36_1,Q36_2,Q36_2_rs,Q36_3,Q36_4,Q36_4_rs,Q36_5,Q36_6,Q36_7,Q36_8,Q36_8_rs,Q39_1,Q39_1_rs,Q39_2,Q39_3,Q39_3_rs,Q39_4,Q39_4_rs,Q39_5,Q39_6,Q39_6_rs,Q39_7,STS_total,Q49_1,Q49_2,Q49_3,Q49_4,Q18,Q16_4,Q16_5,Q16_global,Q17_4,Q17_5,Q17_global,Q19_4,Q19_5,Q19_global,Q20_4,Q20_5,Q20_global,Q21_4,Q21_5,Q21_global,Q22_4,Q22_5,Q22_global,Q23_4,Q23_5,Q23_global,Q24_4,Q24_5,Q24_global,Q25_4,Q25_5,Q25_global,Q26_4,Q26_5,Q26_global,Q27_4,Q27_5,Q27_global,Q28_4,Q28_5,Q28_global,Q29_4,Q29_5,Q29_global,Q30_4,Q30_5,Q30_global,Q31_4,Q31_5,Q31_global,Q32_4,Q32_5,Q32_global,KPF_global_total,Q50_1,Q50_2,Q50_3,Q50_4,Q1,Q2,Q3
84,250516,1130,34,2,1,1,201,4,-2521,"To achieve stable levels of CO2, emissions and reduccion levels have to be equal, otherwise the concetration trend will either be positive or negative. Graphs A, B and C show higher","emissions than absorbtion levels, which would be translated into a positive trend in CO2 concentrations (i.e. not stable).", ,4,32,2,5,5,5,1,1,5,1,5,3,3,3,3,3,3,3,3,1,1,5,5,5,52,4,4,88,3,2,20%,25,Finding relations between psychological profiles of people and the understanding of the causes and consequences of climate change,25/05/2016 11:05,25/05/2016 12:28,1,0,0,0,201,1,3.58,73.275,74.95,12,1,7,2,6,7,1,7,1,7,7,6,47,165.419,862.14,866.662,4,5,47,5,6.881,126.969,128.09,12,3,1,2,1,1,1,2,2,1,2,1658.567,1747.732,1749.823,12,3,1,4,1,2,4,3,5,1,1,1,1,21,6,15.587,194.387,197.786,26,6,3,7,3,7,8,8,3,7,3,7,8,3,7,6,7,5,5,2,8,5,2,8,4,6,7,7,124,17.419,50.643,55.418,8,4,1,1,2,1,1,1,1,16.823,150.977,151.698,16,7,1,7,7,4,4,6,7,6,4,4,4,4,4,1,7,2,6,6,3,5,5,85,23.271,96.343,99.76,28,1,2,1,1,2,1,1,1,1,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,0,2,1,1,2,1,1,2,1,1,1,1,0,2,1,1,2,1,1,12,2.166,10.149,11.082,4,32,6,1
85,250516,1130,34,2,2,2,202,4,-2446,For the atmospheric C02 to stabilise at 420ppm. The current carbon dioxide emissions will need to reduce significantly to offset the large growth (high peak) experienced in the early 2000s (shown in all 4 graphs)., , ,4,21,1,5,5,1,5,1,5,1,5,5,5,1,5,1,2,4,4,5,1,5,5,5,60,4,4,80,3,2,10%,5,"People's beliefs and attitudes towards climate change, as well as the type of people (in terms of learning, open-mindedness) that carry these views.",25/05/2016 11:12,25/05/2016 11:50,1,0,0,0,202,1,2.557,89.547,90.774,14,5,3,2,6,6,1,7,5,3,7,3,35,3.742,127.539,177.574,4,10,47,100,6.661,39.708,41.779,11,3,1,1,2,1,1,1,1,1,1,9.689,150.448,152.676,16,4,2,4,1,5,2,4,5,1,4,1,1,24,10,10.412,188.65,188.972,23,7,3,7,4,6,7,8,7,3,1,9,7,2,8,6,7,3,7,1,9,7,1,9,6,4,8,8,127,24.23,110.366,112.701,9,4,1,1,2,1,1,1,1,21.293,178.964,181.645,19,7,1,7,6,2,6,6,7,6,5,3,2,6,7,1,7,2,6,7,3,5,4,90,21.655,79.959,81.711,17,1,1,2,0,2,1,1,1,2,0,1,2,0,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1,2,0,1,2,0,1,2,0,1,2,0,2,2,1,2,1,1,1,2,0,7,1.955,6.459,7.735,3,21,4,2
86,250516,1130,35,1,1,3,103,2,-2565,"Since the atmospheic CO2 stabilises at 420ppm by 2100, in order to get this amount, the difference of the emissions and absorption of CO2 should be stabilised at the level of ","4.2 GtC/year. Therefore, when the year 2100,the absorption is 5 GtC/year holding constant,then the emissions should be also hold constant in approximately at 9.2. So I choose ",figure B.,1,20,1,,,,,,,,,,,,,,,,,,,,,,,,4,72,3,2,30%,5,I think this study is quite meaningful to climate change study. I hope more people will be concerned about this issue and try their best to protect the earth.,25/05/2016 11:05,25/05/2016 11:49,1,0,0,0,103,1,11.234,67.249,68.756,8,5,3,5,3,6,2,6,4,4,5,6,33,4.366,109.533,162.789,3,5,24,100,5.409,45.576,49.967,13,2,2,2,2,1,1,1,1,1,1,18.477,136.499,136.925,19,4,2,3,2,5,5,4,5,1,3,2,2,26,12,25.539,176.883,177.986,27,3,5,5,3,7,7,6,8,2,3,7,8,4,6,7,5,5,5,3,7,4,3,7,8,2,8,7,103,18.891,133.937,134.858,10,4,1,1,2,2,1,2,1,11.286,158.625,159.561,16,6,5,3,5,5,3,6,7,5,3,5,5,3,6,5,3,2,6,6,3,5,4,73,25.326,75.421,96.508,16,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,2.309,11.533,12.545,3,20,3,2
87,250516,1130,36,1,1,4,104,3,-2259,"Pre-industrial revolution the abosrption and emission levels were close to each other, partially by virtue of them both being so low, but also because it  is an ecological imperative to ","maintain low levels of CO2 with a compensatory absorptive mechanism. C, like D shows the CO2 emissions approaching CO2 absorption. However in C the rates do not meet each","other but instead have a space between them, as is representative of the relatively natural emission/absorption balance pre-industrial revolution ",1,21,3,,,,,,,,,,,,,,,,,,,,,,,,4,88,3,2,10%,25,"Climate change awareness, but more importantly people's attitudes toward it \r\n- The relationship between a persons worldview, their views on climate change and their willingness to be personally responsible in some way\r\n- Whether people who conceptualise our economic system as one driven by all the individuals who comprise it, or as a system which controls individuals' choices, and how this conceptualisation affects views on climate change\r\n- The relationship of all these factors and the role empiricism, objectivity and a willingness to change attitudes in the face of fact",25/05/2016 11:05,25/05/2016 11:46,1,0,0,0,104,1,13.647,56.768,59.289,11,2,6,1,7,7,1,7,2,6,7,6,46,23.636,85.316,111.126,6,10,47,100,6.29,42.962,45.057,11,3,1,1,2,1,1,1,1,1,1,6.761,108.376,111.692,16,5,2,4,4,5,5,5,2,1,3,1,1,26,12,15.022,189.825,193.801,34,6,2,8,4,6,6,6,4,6,1,9,5,4,6,6,6,3,7,1,9,6,3,7,5,5,8,7,119,11.597,55.784,57.279,9,4,1,1,2,1,1,1,1,14.792,141.096,141.756,15,6,1,7,6,7,1,7,6,6,6,2,2,6,7,1,7,2,6,3,1,7,7,84,22.371,78.199,80.184,16,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,1.965,19.221,21.729,5,21,6,1
88,250516,1130,37,1,1,5,105,4,-2548,The CO2 emissions and absorbtion need to converge for atmospheric CO2 to stabalise at a certain ppm instead of continuing to increase and graph D is the only one to represent,"this convergance, the others would have atmospheric CO2 continue to increase.", ,4,22,2,,,,,,,,,,,,,,,,,,,,,,,,4,72,3,2,20%,5,The relation between people's thoughts on the causes of climate change and how much action they are willing to take to combat it's effects.,25/05/2016 11:06,25/05/2016 11:54,1,0,0,0,105,1,11.557,82.263,84.978,14,3,5,2,6,7,2,6,3,5,7,6,42,5.035,30.971,63.571,3,10,47,100,6.698,43.345,45.944,12,3,1,2,2,1,1,2,1,1,3,5.502,81.749,83.073,14,4,1,5,2,4,3,3,4,1,1,2,2,23,9,12.136,190.464,191.892,34,7,1,9,7,3,5,8,4,6,2,8,7,2,8,6,5,6,4,5,5,3,3,7,3,7,5,5,108,14.212,71.627,87.396,8,4,2,1,1,2,2,1,1,11.958,143.187,144.109,17,7,1,7,6,2,6,4,5,3,1,7,1,7,5,2,6,2,6,5,3,5,5,84,18.857,134.26,136.78,19,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,1,2,0,2,1,1,12,2.84,15.945,17.317,3,22,2,1
89,260516,1000,38,1,1,2,402,1,-394,"According to the information given, the rate of emissions is currently twice as large as the rate of absorption at 400ppm currently. As the ideal scenario states its goal is to have 420ppm","of atmospheric CO2 in 2100, to get 420ppm, there must be a greater difference between the CO2 emissions and absoprtion rate. The only graph that shows this is Graph A where ",Co2 emissions is approximately 11 and absorption rate is 5 give a larger difference than 4. The other graphs indicate a decrease in emissions due to the stabilising absorption rate.,1,19,1,,,,,,,,,,,,,,,,,,,,,,,,4,80,3,2,30%,12,I think it gives a good insight into climate change and effectively brings to the attention the impact of climate change on the environment and on the human population. It highlights ways to reduce climate change and provides an interesting and fairly challenging problem that getting participants thinking about climate change. ,26/05/2016 9:58,26/05/2016 10:20,1,0,0,0,402,1,8.934,73.364,74.261,14,5,3,2,6,5,3,5,4,4,5,4,32,4.011,77.504,167.575,3,10,5,20,3.248,44.47,48.525,10,2,1,2,2,1,1,2,1,1,2,12.958,66.035,67.11,14,4,2,3,1,4,3,4,4,1,2,2,2,22,10,15.492,105.604,106.683,24,6,4,6,5,5,6,7,7,3,3,7,7,5,5,6,6,6,4,2,8,7,3,7,7,3,7,6,106,5.731,40.459,43.779,8,3,1,1,2,1,2,2,1,6.805,89.94,90.999,22,5,2,6,6,3,5,6,6,5,2,6,1,7,6,2,6,2,6,5,3,5,5,85,6.192,50.664,52.441,16,1,1,2,0,1,2,0,2,1,1,1,2,0,1,2,0,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,11,1.703,8.191,11.611,3,19,6,2
90,260516,1000,39,2,1,1,401,4,-1513,Because the absorption will be almost eaqual to the CO2 emissions, , ,4,42,1,5,5,5,1,5,1,1,5,5,5,1,1,5,1,5,5,5,4,2,5,5,55,3,4,80,3,2,50%,25,Climate Change,26/05/2016 9:57,26/05/2016 10:45,1,0,0,0,401,1,21.805,435.264,437.426,39,5,3,1,7,2,1,7,5,3,1,1,24,21.425,146.59,150.793,3,10,24,100,9.898,208.833,211.321,12,4,2,1,1,1,1,1,1,1,1,36.677,320.139,321.269,22,4,3,4,1,4,5,5,5,1,5,1,2,27,13,18.207,376.44,378.042,39,7,7,3,7,3,1,7,7,3,5,5,6,7,3,5,2,5,5,4,6,3,3,7,7,3,6,2,77,7.499,7.499,8.706,1,5,1,1,2,1,1,1,1,43.296,249.938,250.954,18,6,3,5,5,7,1,7,7,7,7,1,6,2,7,6,2,6,2,6,1,7,7,72,50.668,165.693,168.205,17,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,15,3.356,27.764,30.464,3,42,6,2
91,260516,1000,39,2,2,3,403,3,-1684,The red line in graph C plateaus gradually thus it is more realistic. Graph  A 's red line looks as if it will keep increasing without any plateau whatsoever. Graph B's red line has too ,perfect plateau. Graph D's red line has a plateau that is too quick to occur., ,4,21,2,4,3,2,4,4,2,1,5,3,5,1,5,1,5,1,4,1,2,4,2,1,36,3,4,88,3,2,10%,25,I found it hard to interact with the other participant in the group discussion as the person was too slow in responding.,26/05/2016 9:57,26/05/2016 11:43,0,0,0,0,403,1,10.176,69.572,78.704,8,6,2,2,6,3,1,7,3,5,7,4,34,48.715,245.873,252.547,3,5,20,90,5.9,39.622,52.235,11,3,3,1,3,1,1,2,1,1,2,8.062,185.02,211.47,12,5,4,4,1,4,4,5,5,1,1,1,2,27,10,27.755,376.624,390.759,35,6,4,6,4,6,6,8,8,2,4,6,5,2,8,3,6,6,4,3,7,9,2,8,2,8,7,7,112,34.449,143.808,157.696,10,4,2,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,260516,1130,40,4,1,1,401,3,-1629,I`m changing my answer to  option D. I chose this answer because for the concetration stay the always in the 420ppm position the emission rate and the absorption rate must ,"be the same. This means that after 2100 all the co2 emissions would suffer a absorption process, which means a stationary concetration level. ", ,4,22,2,5,4,1,5,1,5,3,3,3,4,2,4,2,2,4,4,2,1,5,4,5,53,4,4,60,3,2,10%,25,"Was a really interactive study, with a significant discussion. In general, a nice experience.",26/05/2016 11:25,26/05/2016 11:49,1,0,0,0,401,1,3.74,85.338,86.829,28,3,5,1,7,6,4,4,2,6,5,6,39,1.999,96.047,121.641,17,0.1,47,5,5.651,180.73,185.681,37,3,1,2,1,1,1,2,1,1,3,8.658,88.753,90.083,15,4,1,2,1,4,5,4,4,1,2,1,3,23,9,10.656,153.727,154.55,30,6,3,7,8,2,6,7,2,8,2,8,5,2,8,3,6,4,6,4,6,4,2,8,6,4,5,7,106,11.729,116.393,117.656,15,4,2,3,1,1,1,1,1,9.16,117.207,117.783,26,5,1,7,6,1,7,7,5,6,4,4,1,7,7,2,6,3,5,6,4,4,7,89,27.558,82.126,83.638,19,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,1.718,6.846,7.194,4,22,4,1
93,260516,1130,40,4,2,2,402,1,-1444,"I think figure A is the correct option because in figure 3 it showed that the emission was gradually increasing, only figure A showed the same thing. Figure B showed that the emission",was constant at a point and the othe two figures were gradually decreasing after a point. , ,4,19,1,4,4,2,4,2,4,2,4,4,2,4,3,3,2,4,4,4,1,5,4,4,56,4,4,80,3,2,20%,5,Climate change and human behaviour ,26/05/2016 10:48,26/05/2016 11:41,1,0,0,0,402,1,3.121,37.547,38.07,11,5,3,2,6,6,1,7,4,4,6,4,36,1.95,58.621,88.701,3,5,12,5,2.923,15.594,16.936,11,2,1,1,1,1,1,1,1,1,1,7.138,63.097,63.951,15,4,3,4,1,4,5,2,5,1,1,1,3,24,10,9.245,98.076,98.874,25,3,5,5,4,6,3,3,5,5,6,4,6,6,4,4,2,7,3,6,4,6,6,4,6,4,5,6,77,13.873,56.079,57.092,14,4,1,1,1,1,1,1,1,13.14,57.251,57.651,20,6,6,2,6,6,2,6,7,4,2,6,7,1,7,4,4,2,6,2,4,4,5,68,21.727,50.415,53.624,19,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,1,2,0,13,1.011,8.915,10.235,4,19,3,2
94,260516,1130,40,4,3,3,403,3,-1515,"Because it was the only one that showed a rate of carbon emissions that was not either much higher than absorption, or cancelled out by.  it would see a smaller increase of C02 ",compared to the first two models., ,4,18,2,4,4,3,3,2,4,3,3,5,3,3,4,2,2,4,4,4,2,4,4,4,52,4,2,96,3,2,30%,0,Looking at group responses and discussions of climate change\r\n,26/05/2016 10:42,26/05/2016 11:43,1,0,0,0,403,1,10.286,45.654,47.503,9,3,5,1,7,6,2,6,4,4,7,3,38,5.531,110.618,120.307,4,5,47,5,4.154,25.194,27.649,10,3,1,1,2,1,1,1,1,1,1,7.002,77.593,78.523,16,4,2,3,1,4,3,4,5,1,1,1,2,23,8,7.081,113.298,114.049,24,5,3,7,3,7,6,7,5,5,3,7,5,4,6,4,5,3,7,2,8,5,3,7,6,4,8,5,108,5.229,29.709,30.036,9,2,1,1,1,1,1,1,1,9.601,103.184,104.303,22,6,2,6,5,2,6,6,6,6,5,3,1,7,7,1,7,2,6,6,3,5,7,89,14.649,63.96,65.642,18,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,3.107,7.555,8.599,4,18,2,1
95,260516,1130,40,4,4,4,404,1,-1688,"The question asks for which Figure depicts the scenario where atmospheric CO2 stabilises at 420ppm BY 2100. From Figure 2, it states that the current value of CO2 emissions is ","+8 GtC/year and results to atmospheric CO2 concentration of 400ppm, therefore basing my answer on that data, an increase in CO2 emission to +10 GtC/year will result to ",atmospheric CO2 concentration of 420ppm BY 2100.,4,19,1,4,4,2,4,2,4,2,4,5,2,4,3,3,2,4,5,5,2,4,5,5,60,4,4,72,3,2,30%,15,Effects of climate change,26/05/2016 10:07,26/05/2016 11:48,1,0,0,0,404,1,5.866,95.759,98.644,13,5,3,2,6,5,2,6,4,4,6,4,34,20.58,70.764,81.221,5,10,24,100,10.653,29.669,32.374,11,2,1,1,1,1,1,1,1,1,1,27.83,153.158,156.976,14,3,2,2,4,3,4,3,5,3,3,1,4,20,17,10.763,184.835,187.537,29,4,6,4,6,4,4,5,7,3,5,5,4,5,5,3,5,3,7,5,5,6,5,5,7,3,7,2,81,11.545,77.945,78.896,8,3,2,1,3,1,1,1,3,14.792,220.552,221.232,15,6,4,4,5,4,4,6,6,6,4,4,1,7,7,4,4,2,6,6,4,4,6,81,13.378,49.626,53.002,16,1,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,0,2.253,8.765,11.033,3,19,6,2
96,260516,1130,41,2,1,6,206,3,-3291,The rate of ppm inccre. frm 1900 2 2day (2025) = 120ppm/125yrs = 0.96ppm/yr. The ratio of Gtc 2 ppm is ard 4Gtc = 1ppm. ,"Acd to fig3, ppm incre frm 400(2025) 2 420(2100), while 20ppm need apx 80Gtc. "," Avg Gtc of Graph C frm 2025 2 2100 is ard 1.3, mk up 97.5Gtc in total (1.3Gtc * 75yrs), whch is the closest. ",3,23,2,5,5,5,1,3,3,1,5,4,2,4,5,1,4,2,3,3,3,3,2,3,44,3,4,80,3,2,30%,25,"human decision process, and collaboration. With a side purpose of raising awareness of global warming. ",26/05/2016 10:44,26/05/2016 11:46,1,0,0,0,206,1,1.782,56.506,58.799,9,4,4,2,6,5,2,6,3,5,5,4,35,32.459,136.93,156.163,4,50,47,1,3.974,32.318,33.348,10,2,1,3,3,1,1,1,1,1,3,13.829,126.963,127.789,19,4,2,4,1,2,4,1,5,1,5,2,4,20,15,11.988,162.15,162.592,28,6,6,4,7,3,5,8,8,2,3,7,8,5,5,5,7,8,2,2,8,8,2,8,8,2,6,8,102,13.815,86.102,92.405,8,4,2,1,3,2,1,3,3,7.809,120.832,121.736,16,6,1,7,7,2,6,6,6,5,2,6,2,6,4,5,3,3,5,7,1,7,4,85,16.548,54.268,55.652,17,1,1,2,0,1,2,0,2,1,1,1,2,0,1,2,0,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,1,2,0,9,1.448,10.672,12.475,5,23,2,1
97,260516,1130,41,2,2,5,205,4,-2662,"for atmospheric co2 to STABILISE, co2 emission must equal to co2 absorption, hence graph D", , ,3,25,1,4,4,3,3,2,4,1,5,4,5,1,3,3,3,3,4,3,3,3,4,4,49,4,4,80,3,2,10%,10,coming to consensus about co2 emission,26/05/2016 10:55,26/05/2016 11:43,1,0,0,0,205,1,14.27,47.886,49.816,11,5,3,2,6,7,1,7,1,7,7,5,42,2.716,46.166,74.729,3,0.05,47,5,4.638,23.911,25.213,10,2,1,1,3,1,1,1,1,1,1,7.433,79.338,80.276,13,5,2,3,2,4,5,4,4,1,2,1,2,25,10,11.029,124.457,125.342,20,4,5,5,2,8,7,3,7,3,5,5,5,3,7,5,6,8,2,8,2,5,5,5,3,7,2,5,86,5.68,49.6,54.624,9,3,2,1,1,1,1,1,3,7.171,94.996,95.836,16,7,2,6,6,2,6,6,6,5,3,5,2,6,7,2,6,2,6,6,4,4,3,85,14.637,64.422,66.07,17,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,2,1,1,2,1,1,1,2,0,2,1,1,9,2.812,11.932,13.145,3,25,6,2
98,260516,1130,42,1,1,7,107,3,-3211,"The CO2 emission must be decreased in order to reduce the compensation gap between CO2 emission and absorption. Given that the absorption does not change till 2100,"," if CO2 emission keeps on increasing as shown in Graph A, e.g. to around 12GtC each year, the stablized 5GtC absorption will never cover the new CO2 emission from  2000 to 2100. And as shown in graph B, although the ","CO2 emission stablize at around 8GtC per year,  it means that there is still a constant gap of 4GtC between CO2 emission and absorption. It fails to reach the compensation point as there arecontinuous discrepency ",3,19,1,,,,,,,,,,,,,,,,,,,,,,,,4,72,3,2,10%,10,To what extent people are willing and keen to be responsible and involved in the reduction of CO2 ,26/05/2016 10:49,26/05/2016 11:53,1,0,0,0,107,1,7.055,102.036,103.733,11,5,3,4,4,5,4,4,4,4,5,4,29,6.123,78.89,132.38,5,10,24,100,6.7,55.108,57.265,10,3,1,1,2,1,1,1,1,1,2,14.321,77.175,78.224,14,4,2,4,2,4,4,5,3,4,2,2,3,24,15,12.397,151.433,153.25,19,7,5,5,5,5,6,6,5,5,4,6,6,5,5,7,6,4,6,4,6,6,4,6,5,5,5,6,104,14.827,79.834,81.073,9,4,2,1,2,2,1,2,1,8.889,161.76,162.802,17,6,3,5,5,6,2,5,5,5,5,3,5,3,6,3,5,5,3,6,3,5,6,70,20.998,74.877,76.36,17,1,2,1,1,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,2,1,1,1,2,0,2,1,1,2,1,1,1,2,0,1,2,0,2,1,1,2,1,1,6,1.54,6.748,7.895,4,19,2,2
99,260516,1300,43,2,1,1,401,4,-439,"in order for the atmospheric CO2 to stabilize and stay at 420ppm, the CO2 emissions and absorptions within the system have to be equal. hence why i chose graph D. Because ","iin graph D the emission and absorption lines meet are the same point at 2100 which means that the absorption and emission of CO2 are the same, hence the stability of atmospheric",CO2.,4,19,1,5,4,4,2,2,4,2,4,4,3,3,4,2,3,3,3,3,3,3,4,4,48,4,4,84,3,2,10%,5,climate chnage and how we can address it,26/05/2016 12:28,26/05/2016 13:19,1,0,0,0,401,1,14.272,90.152,91.409,18,4,4,1,7,5,4,4,4,4,4,4,32,2.674,69.257,103.266,3,0.1,24,100,6.728,65.528,67.102,10,3,1,2,2,1,1,1,1,1,2,24.042,128.521,129.389,14,4,3,4,2,2,3,2,4,1,2,2,2,19,12,28.064,205.3,207.06,38,5,1,9,1,9,2,4,9,1,1,9,6,1,9,8,5,5,5,3,7,4,3,7,5,5,4,7,106,21.655,126.99,129.836,9,4,2,1,1,2,1,1,1,13.907,149.913,151.113,18,6,4,4,5,2,6,4,7,4,4,4,6,2,7,2,6,3,5,5,1,7,3,75,31.037,72.23,73.199,16,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,2.163,10.731,11.807,3,19,6,2
100,260516,1300,43,2,2,2,403,4,-616,"Stabilisation ,in my understanding ,is when  CO2 emissions by humans is equal to the CO2 absorption by natural factors","Figure D shows the level of CO2 emissions shown in red  significantly dropping from its current pathway to meet the absorption level shown in green ,hence meeting the goal of stabilising ar 420 ppm by 2100,similar to figure 3.", ,4,19,1,5,4,3,3,2,4,1,5,3,3,3,3,3,3,3,3,3,3,3,3,4,49,3,3,68,3,2,30%,10,It is about getting the public's opinions about the governement's plan to regulate CO2 emissions and switch to renewable resources and how much people are willing to spend to combat the issue of climate change.,26/05/2016 11:48,26/05/2016 13:17,1,0,0,0,403,1,4.799,167.219,169.315,18,4,4,1,7,6,2,6,2,6,5,4,38,2.431,73.43,106.07,5,10,24,100,5.612,31.451,36.327,11,3,1,1,2,1,1,1,1,1,1,37.465,125.616,127.008,12,4,3,5,1,3,4,3,5,1,1,1,1,24,8,8.451,157.039,158.471,24,6,5,5,5,5,2,6,5,5,5,5,5,6,4,3,4,7,3,4,6,5,2,8,7,3,7,9,91,10.105,88.584,90.14,9,3,2,1,1,1,1,1,1,16.654,133.116,133.825,15,6,2,6,5,4,4,6,6,7,4,4,5,3,7,2,6,3,5,6,2,6,6,83,10.071,90.79,92.811,17,1,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,14,2.587,6.467,8.902,3,19,2,2
